Rating,Reviews,Size,Installs,Price,Title_Length,Is_Pro_App,Days_Since_Update,Reviews_Log,Installs_Log,Category_Encoded,Interaction_Rate,Primary_Genre_Encoded,Genres,Category,Type,Content Rating,Last Updated,Primary_Genre
3.1,253,4200000.0,50000,0.0,11,0,695,5.537334267018537,10.819798284210286,4.189780968707641,0.00505989880202396,4.189780968707641,Medical,MEDICAL,Free,Everyone,2016-09-12,Medical
4.4,3786,28000000.0,50000,0.0,4,0,23,8.239329427901795,10.819798284210286,4.189780968707641,0.0757184856302874,4.189780968707641,Medical,MEDICAL,Free,Everyone,2018-07-16,Medical
5.0,1,6100000.0,100,0.0,8,0,153,0.6931471805599453,4.61512051684126,4.189780968707641,0.009900990099009901,4.189780968707641,Medical,MEDICAL,Free,Mature 17+,2018-03-08,Medical
3.6,10,15000000.0,1000,0.0,27,0,261,2.3978952727983707,6.90875477931522,4.189780968707641,0.00999000999000999,4.189780968707641,Medical,MEDICAL,Free,Everyone,2017-11-20,Medical
2.8,66,1200000.0,50000,0.0,14,0,652,4.204692619390966,10.819798284210286,4.189780968707641,0.0013199736005279894,4.189780968707641,Medical,MEDICAL,Free,Everyone,2016-10-25,Medical
4.4,65,37000000.0,10000,0.0,19,0,125,4.189654742026425,9.210440366976517,4.189780968707641,0.0064993500649935,4.189780968707641,Medical,MEDICAL,Free,Everyone,2018-04-05,Medical
4.2,1747,5900000.0,100000,0.0,27,0,660,7.466227556215481,11.51293546492023,4.189780968707641,0.017469825301746983,4.189780968707641,Medical,MEDICAL,Free,Everyone,2016-10-17,Medical
4.6,17,14000000.0,1000,0.0,4,0,28,2.8903717578961645,6.90875477931522,4.189780968707641,0.016983016983016984,4.189780968707641,Medical,MEDICAL,Free,Everyone,2018-07-11,Medical
4.2,28,2300000.0,10000,0.0,27,0,1296,3.367295829986474,9.210440366976517,4.189780968707641,0.0027997200279972004,4.189780968707641,Medical,MEDICAL,Free,Everyone,2015-01-20,Medical
4.191757420456972,1,32000000.0,500,0.0,28,0,76,0.6931471805599453,6.2166061010848646,4.189780968707641,0.001996007984031936,4.189780968707641,Medical,MEDICAL,Free,Everyone,2018-05-24,Medical
3.8,292,2700000.0,100000,0.0,32,0,114,5.680172609017068,11.51293546492023,4.189780968707641,0.002919970800291997,4.189780968707641,Medical,MEDICAL,Free,Everyone,2018-04-16,Medical
3.5,19,2200000.0,5000,0.0,10,0,88,2.995732273553991,8.517393171418904,4.189780968707641,0.003799240151969606,4.189780968707641,Medical,MEDICAL,Free,Everyone,2018-05-12,Medical
4.7,23160,26000000.0,1000000,0.0,26,0,12,10.050225108647712,13.815511557963774,4.189780968707641,0.02315997684002316,4.189780968707641,Medical,MEDICAL,Free,Everyone,2018-07-27,Medical
4.1,78158306,8750000.0,1000000000,0.0,8,0,5,18.174246904768196,20.72326583794641,4.247807685208309,0.0781583059218417,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-03,Social
4.5,66577313,8750000.0,1000000000,0.0,9,0,8,18.013874446852196,20.72326583794641,4.247807685208309,0.06657731293342269,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-31,Social
4.3,8606259,8750000.0,500000000,0.0,13,0,7,15.968000403404687,20.030118658386467,4.247807685208309,0.017212517965574964,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-01,Social
4.4,49173,4000000.0,10000000,0.0,43,0,65,10.80312030751414,16.118095750958314,4.247807685208309,0.004917299508270049,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-06-04,Social
4.4,2955326,8750000.0,100000000,0.0,6,0,7,14.899119862598457,18.420680753952364,4.247807685208309,0.029553259704467403,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-01,Social
4.2,22492,1500000.0,1000000,0.0,19,0,79,10.0209594286763,13.815511557963774,4.247807685208309,0.022491977508022492,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-05-21,Social
4.0,17014787,8750000.0,500000000,0.0,8,0,9,16.649593406245046,20.030118658386467,4.247807685208309,0.03402957393194085,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-30,Social
4.3,1403,3700000.0,100000,0.0,30,0,190,7.247080584585756,11.51293546492023,4.247807685208309,0.014029859701402986,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-01-30,Social
4.6,4305441,8750000.0,100000000,0.0,9,0,5,15.275390361886057,18.420680753952364,4.247807685208309,0.0430544095694559,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-03,Social
4.4,441189,8750000.0,10000000,0.0,27,0,5,12.997230900646777,16.118095750958314,4.247807685208309,0.04411889558811044,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-08-03,Social
4.2,4831125,8750000.0,1000000000,0.0,7,0,13,15.39059012475304,20.72326583794641,4.247807685208309,0.004831124995168875,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-26,Social
4.4,4919,2800000.0,1000000,0.0,17,0,5,8.501063809486354,13.815511557963774,4.247807685208309,0.004918995081004919,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-08-03,Social
4.4,13762,3900000.0,1000000,0.0,13,1,91,9.529739110979532,13.815511557963774,4.247807685208309,0.013761986238013762,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-05-09,Social
4.3,6086,3100000.0,1000000,0.0,50,0,55,8.713910628493924,13.815511557963774,4.247807685208309,0.006085993914006086,4.247807685208309,Social,SOCIAL,Free,Teen,2018-06-14,Social
4.6,70616,8750000.0,5000000,0.0,10,0,12,11.165026187696437,15.424948670398354,4.247807685208309,0.014123197175360565,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-27,Social
4.4,1200,2800000.0,100000,0.0,23,0,6,7.0909098220799835,11.51293546492023,4.247807685208309,0.011999880001199987,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-08-02,Social
4.5,76480,20000000.0,1000000,0.0,26,0,2,11.244797622953609,13.815511557963774,4.247807685208309,0.07647992352007647,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-06,Social
4.6,271445,9900000.0,5000000,0.0,50,1,45,12.511518503546263,15.424948670398354,4.247807685208309,0.05428898914220217,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-06-24,Social
4.6,225103,5300000.0,5000000,0.0,29,0,56,12.324317796616995,15.424948670398354,4.247807685208309,0.0450205909958818,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-06-13,Social
4.6,33177,10000000.0,1000000,0.0,12,0,57,10.40964228465222,13.815511557963774,4.247807685208309,0.03317696682303318,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-06-12,Social
4.4,54768,2600000.0,5000000,0.0,27,0,84,10.910879619440554,15.424948670398354,4.247807685208309,0.010953597809280438,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-05-16,Social
4.5,457197,8750000.0,10000000,0.0,48,0,5,13.032871836440032,16.118095750958314,4.247807685208309,0.045719695428030456,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-03,Social
4.5,25562,31000000.0,5000000,0.0,49,0,6,10.148901272496065,15.424948670398354,4.247807685208309,0.005112398977520204,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-02,Social
4.3,16404,2300000.0,1000000,0.0,11,0,45,9.705341445395202,13.815511557963774,4.247807685208309,0.016403983596016403,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-06-24,Social
4.4,2508,6000000.0,500000,0.0,41,0,261,7.827639546366422,13.122365377402328,4.247807685208309,0.005015989968020064,4.247807685208309,Social,SOCIAL,Free,Everyone,2017-11-20,Social
4.6,79658,17000000.0,5000000,0.0,48,0,2,11.285510303305097,15.424948670398354,4.247807685208309,0.015931596813680636,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-06,Social
4.3,374,20000000.0,50000,0.0,15,1,9,5.926926025970411,10.819798284210286,4.247807685208309,0.00747985040299194,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-30,Social
4.8,1259075,62000000.0,10000000,0.0,28,0,19,14.04588867657391,16.118095750958314,4.247807685208309,0.12590748740925126,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-20,Social
4.2,4751,8750000.0,1000000,0.0,14,0,39,8.466320861042481,13.815511557963774,4.247807685208309,0.004750995249004751,4.247807685208309,Social,SOCIAL,Free,Teen,2018-06-30,Social
4.6,60562,15000000.0,5000000,0.0,48,0,2,11.011439424532995,15.424948670398354,4.247807685208309,0.012112397577520485,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-06,Social
4.0,22695,8750000.0,1000000,0.0,30,0,48,10.029943976488687,13.815511557963774,4.247807685208309,0.022694977305022696,4.247807685208309,Social,SOCIAL,Free,Everyone 10+,2018-06-21,Social
4.6,22098,18000000.0,1000000,0.0,45,0,15,10.003287637613305,13.815511557963774,4.247807685208309,0.022097977902022097,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-24,Social
4.3,231325,5400000.0,10000000,0.0,30,0,6,12.351583250030183,16.118095750958314,4.247807685208309,0.02313249768675023,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-08-02,Social
3.6,13223,2800000.0,10000000,0.0,28,0,791,9.48978863950086,16.118095750958314,4.247807685208309,0.0013222998677700133,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2016-06-08,Social
4.0,479908,15000000.0,10000000,0.0,22,0,30,13.081351781577549,16.118095750958314,4.247807685208309,0.04799079520092048,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-09,Social
4.5,313633,8750000.0,10000000,0.0,5,0,14,12.65598197994889,16.118095750958314,4.247807685208309,0.031363296863670315,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-25,Social
4.4,540930,5300000.0,10000000,0.0,18,0,16,13.20104700810485,16.118095750958314,4.247807685208309,0.05409299459070054,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-23,Social
4.5,57146,8750000.0,1000000,0.0,50,0,12,10.953382174406809,13.815511557963774,4.247807685208309,0.05714594285405714,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-27,Social
4.2,1225339,8750000.0,100000000,0.0,8,0,6,14.018728914471213,18.420680753952364,4.247807685208309,0.012253389877466101,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-08-02,Social
4.5,19583,37000000.0,1000000,0.0,6,0,7,9.882468185312053,13.815511557963774,4.247807685208309,0.019582980417019582,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-01,Social
4.3,344921,8750000.0,10000000,0.0,50,0,62,12.751073583495467,16.118095750958314,4.247807685208309,0.034492096550790344,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-06-07,Social
4.2,79129,23000000.0,5000000,0.0,6,0,6,11.27884734860324,15.424948670398354,4.247807685208309,0.015825796834840634,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-02,Social
4.2,83488,8750000.0,5000000,0.0,27,0,15,11.332470165633982,15.424948670398354,4.247807685208309,0.01669759666048067,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-24,Social
4.4,441189,8750000.0,10000000,0.0,27,0,5,12.997230900646777,16.118095750958314,4.247807685208309,0.04411889558811044,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-08-03,Social
4.3,3781770,8750000.0,100000000,0.0,30,0,6,15.145702976393757,18.420680753952364,4.247807685208309,0.037817699621823006,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-02,Social
4.3,315441,8750000.0,10000000,0.0,28,0,13,12.661730108881397,16.118095750958314,4.247807685208309,0.031544096845590314,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-26,Social
4.1,382120,28000000.0,10000000,0.0,27,0,13,12.85349259135948,16.118095750958314,4.247807685208309,0.03821199617880038,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-26,Social
4.5,412725,35000000.0,10000000,0.0,49,0,8,12.930539213513965,16.118095750958314,4.247807685208309,0.04127249587275041,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-31,Social
4.3,3806669,8750000.0,100000000,0.0,28,0,7,15.152265349180388,18.420680753952364,4.247807685208309,0.038066689619333106,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-01,Social
4.2,1259849,76000000.0,50000000,0.0,30,0,5,14.046503224221883,17.72753358339242,4.247807685208309,0.02519697949606041,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-03,Social
4.1,486824,8750000.0,10000000,0.0,28,0,48,13.095659994569779,16.118095750958314,4.247807685208309,0.04868239513176049,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-06-21,Social
4.3,1157004,34000000.0,50000000,0.0,38,0,296,13.961345327687651,17.72753358339242,4.247807685208309,0.023140079537198408,4.247807685208309,Social,SOCIAL,Free,Everyone,2017-10-16,Social
4.2,423105,8750000.0,10000000,0.0,27,0,30,12.95537801765228,16.118095750958314,4.247807685208309,0.04231049576895042,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-09,Social
4.1,205803,8750000.0,5000000,0.0,7,0,21,12.23467953853917,15.424948670398354,4.247807685208309,0.041160591767881644,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-18,Social
4.1,285816,8750000.0,10000000,0.0,26,0,50,12.563107024864264,16.118095750958314,4.247807685208309,0.028581597141840286,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-06-19,Social
4.4,2955325,8750000.0,100000000,0.0,6,0,7,14.89911952422637,18.420680753952364,4.247807685208309,0.029553249704467502,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-01,Social
3.7,138026,2700000.0,5000000,0.0,7,0,891,11.835204597175863,15.424948670398354,4.247807685208309,0.027605194478961103,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2016-02-29,Social
3.9,8936,8750000.0,500000,0.0,10,0,447,9.097955241381392,13.122365377402328,4.247807685208309,0.017871964256071488,4.247807685208309,Social,SOCIAL,Free,Everyone,2017-05-18,Social
3.7,4253,4099999.9999999995,100000,0.0,30,0,69,8.355614995760183,11.51293546492023,4.247807685208309,0.042529574704252955,4.247807685208309,Social,SOCIAL,Free,Teen,2018-05-31,Social
4.0,17014705,8750000.0,500000000,0.0,8,0,9,16.64958858689628,20.030118658386467,4.247807685208309,0.03402940993194118,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-30,Social
4.5,66577446,8750000.0,1000000000,0.0,9,0,8,18.013876444527668,20.72326583794641,4.247807685208309,0.06657744593342256,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-31,Social
3.6,14835,8750000.0,1000000,0.0,16,0,6,9.604811938609481,13.815511557963774,4.247807685208309,0.014834985165014835,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-02,Social
4.1,6388,8750000.0,500000,0.0,29,0,246,8.762333040602343,13.122365377402328,4.247807685208309,0.012775974448051104,4.247807685208309,Social,SOCIAL,Free,Teen,2017-12-05,Social
4.1,309872,85000000.0,10000000,0.0,30,0,5,12.643917815101254,16.118095750958314,4.247807685208309,0.03098719690128031,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-03,Social
4.0,479909,15000000.0,10000000,0.0,22,0,30,13.08135386530375,16.118095750958314,4.247807685208309,0.04799089520091048,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-09,Social
4.1,17955,89000000.0,500000,0.0,29,0,6,9.795679599901822,13.122365377402328,4.247807685208309,0.03590992818014364,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-02,Social
4.0,17015352,8750000.0,500000000,0.0,8,0,9,16.649626612102175,20.030118658386467,4.247807685208309,0.03403070393193859,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-30,Social
4.5,66577313,8750000.0,1000000000,0.0,9,0,8,18.013874446852196,20.72326583794641,4.247807685208309,0.06657731293342269,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-31,Social
4.6,4305441,8750000.0,100000000,0.0,9,0,5,15.275390361886057,18.420680753952364,4.247807685208309,0.0430544095694559,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-03,Social
4.3,51502,20000000.0,5000000,0.0,48,0,14,10.849395337382406,15.424948670398354,4.247807685208309,0.010300397939920412,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-25,Social
4.3,1064049,8750000.0,50000000,0.0,27,0,11,13.877592940260818,17.72753358339242,4.247807685208309,0.02128097957438041,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-28,Social
4.2,58341,9300000.0,1000000,0.0,5,0,1110,10.974077524630472,13.815511557963774,4.247807685208309,0.05834094165905834,4.247807685208309,Social,SOCIAL,Free,Everyone,2015-07-25,Social
4.5,637309,8750000.0,10000000,0.0,11,0,21,13.365011472376517,16.118095750958314,4.247807685208309,0.06373089362691063,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-18,Social
4.2,1259894,76000000.0,50000000,0.0,30,0,5,14.046538942121913,17.72753358339242,4.247807685208309,0.02519787949604241,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-03,Social
4.3,1157003,34000000.0,50000000,0.0,38,0,296,13.961344463386778,17.72753358339242,4.247807685208309,0.02314005953719881,4.247807685208309,Social,SOCIAL,Free,Everyone,2017-10-16,Social
4.1,161610,16000000.0,5000000,0.0,7,0,3,11.992947492059452,15.424948670398354,4.247807685208309,0.03232199353560129,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-05,Social
3.8,19446,8750000.0,1000000,0.0,25,0,250,9.875448095504883,13.815511557963774,4.247807685208309,0.019445980554019447,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2017-12-01,Social
4.2,1225367,8750000.0,100000000,0.0,8,0,6,14.018751765010732,18.420680753952364,4.247807685208309,0.012253669877463302,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-08-02,Social
4.4,1520959,8750000.0,10000000,0.0,4,0,91,14.234852272407782,16.118095750958314,4.247807685208309,0.15209588479041153,4.247807685208309,Social,SOCIAL,Free,Teen,2018-05-09,Social
4.3,3806669,8750000.0,100000000,0.0,28,0,7,15.152265349180388,18.420680753952364,4.247807685208309,0.038066689619333106,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-01,Social
4.2,423138,8750000.0,10000000,0.0,27,0,30,12.955456009250497,16.118095750958314,4.247807685208309,0.042313795768620426,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-09,Social
4.1,285820,8750000.0,10000000,0.0,26,0,50,12.563121019735144,16.118095750958314,4.247807685208309,0.028581997141800285,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-06-19,Social
4.0,33249,8400000.0,1000000,0.0,25,0,1252,10.411810046084,13.815511557963774,4.247807685208309,0.03324896675103325,4.247807685208309,Social,SOCIAL,Free,Everyone,2015-03-05,Social
4.3,3781770,8750000.0,100000000,0.0,30,0,6,15.145702976393757,18.420680753952364,4.247807685208309,0.037817699621823006,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-02,Social
4.3,51504,20000000.0,5000000,0.0,48,0,14,10.849434169317794,15.424948670398354,4.247807685208309,0.010300797939840413,4.247807685208309,Social,SOCIAL,Free,Teen,2018-07-25,Social
4.2,1175794,8750000.0,50000000,0.0,19,0,8,13.977455072517369,17.72753358339242,4.247807685208309,0.02351587952968241,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-31,Social
4.2,1259894,76000000.0,50000000,0.0,30,0,5,14.046538942121913,17.72753358339242,4.247807685208309,0.02519787949604241,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-03,Social
4.0,852455,68000000.0,10000000,0.0,5,0,5,13.65587687390459,16.118095750958314,4.247807685208309,0.08524549147545085,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-03,Social
4.4,900064,13000000.0,10000000,0.0,32,0,8,13.710222261920771,16.118095750958314,4.247807685208309,0.0900063909993609,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-31,Social
4.0,3677,50000000.0,100000,0.0,30,0,48,8.210124405164267,11.51293546492023,4.247807685208309,0.03676963230367696,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-06-21,Social
4.2,79129,23000000.0,5000000,0.0,6,0,6,11.27884734860324,15.424948670398354,4.247807685208309,0.015825796834840634,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-02,Social
4.2,83488,8750000.0,5000000,0.0,27,0,15,11.332470165633982,15.424948670398354,4.247807685208309,0.01669759666048067,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-24,Social
4.4,695613,8750000.0,50000000,0.0,23,0,6,13.452550187769218,17.72753358339242,4.247807685208309,0.013912259721754805,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-08-02,Social
4.1,382121,28000000.0,10000000,0.0,27,0,13,12.853495208328166,16.118095750958314,4.247807685208309,0.03821209617879038,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-07-26,Social
4.1,207712,8750000.0,10000000,0.0,28,0,60,12.243912598179948,16.118095750958314,4.247807685208309,0.020771197922880208,4.247807685208309,Social,SOCIAL,Free,Everyone,2018-06-09,Social
4.3,175722,8750000.0,10000000,0.0,34,0,16,12.076664170559505,16.118095750958314,4.247807685208309,0.017572198242780175,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-23,Social
4.0,2052,7000000.0,100000,0.0,33,0,315,7.627057417018934,11.51293546492023,4.247807685208309,0.020519794802051978,4.247807685208309,Social,SOCIAL,Free,Teen,2017-09-27,Social
4.2,79130,23000000.0,5000000,0.0,6,0,6,11.278859985955462,15.424948670398354,4.247807685208309,0.015825996834800633,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-02,Social
4.2,1175815,8750000.0,50000000,0.0,19,0,8,13.977472932614129,17.72753358339242,4.247807685208309,0.02351629952967401,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-31,Social
4.2,1259894,76000000.0,50000000,0.0,30,0,5,14.046538942121913,17.72753358339242,4.247807685208309,0.02519787949604241,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-03,Social
4.1,486830,8750000.0,10000000,0.0,28,0,48,13.095672319251186,16.118095750958314,4.247807685208309,0.048682995131700484,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-06-21,Social
4.0,852455,68000000.0,10000000,0.0,5,0,5,13.65587687390459,16.118095750958314,4.247807685208309,0.08524549147545085,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-03,Social
4.3,1064076,8750000.0,50000000,0.0,27,0,11,13.87761831468631,17.72753358339242,4.247807685208309,0.02128151957436961,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-28,Social
4.3,3781770,8750000.0,100000000,0.0,30,0,6,15.145702976393757,18.420680753952364,4.247807685208309,0.037817699621823006,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-02,Social
4.4,900064,13000000.0,10000000,0.0,32,0,8,13.710222261920771,16.118095750958314,4.247807685208309,0.0900063909993609,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-31,Social
4.4,624557,56000000.0,10000000,0.0,49,0,12,13.344799478534659,16.118095750958314,4.247807685208309,0.06245569375443062,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-27,Social
4.2,423138,8750000.0,10000000,0.0,27,0,30,12.955456009250497,16.118095750958314,4.247807685208309,0.042313795768620426,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-07-09,Social
4.2,522018,8750000.0,10000000,0.0,44,0,6,13.165459264669801,16.118095750958314,4.247807685208309,0.05220179477982052,4.247807685208309,Social,SOCIAL,Free,Mature 17+,2018-08-02,Social
4.0,33249,8400000.0,1000000,0.0,25,0,1252,10.411810046084,13.815511557963774,4.247807685208309,0.03324896675103325,4.247807685208309,Social,SOCIAL,Free,Everyone,2015-03-05,Social
4.2,79130,23000000.0,5000000,0.0,6,0,6,11.278859985955462,15.424948670398354,4.247807685208309,0.015825996834800633,4.247807685208309,Social,SOCIAL,Free,Teen,2018-08-02,Social
4.0,141613,22000000.0,10000000,0.0,18,0,8,11.86086032541093,16.118095750958314,4.253917935577128,0.014161298583870142,4.253917935577128,Shopping,SHOPPING,Free,Teen,2018-07-31,Shopping
4.5,6210998,15000000.0,100000000,0.0,24,0,5,15.641832310536758,18.420680753952364,4.253917935577128,0.062109979378900206,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-08-03,Shopping
4.6,591312,14000000.0,10000000,0.0,29,0,5,13.29010076702302,16.118095750958314,4.253917935577128,0.05913119408688059,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-08-03,Shopping
4.3,94294,30000000.0,10000000,0.0,30,0,16,11.454183444946466,16.118095750958314,4.253917935577128,0.009429399057060094,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-23,Shopping
4.2,608753,30000000.0,10000000,0.0,28,0,16,13.319169524199237,16.118095750958314,4.253917935577128,0.06087529391247061,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-23,Shopping
4.3,38961,27000000.0,5000000,0.0,6,0,6,10.57034209114115,15.424948670398354,4.253917935577128,0.007792198441560312,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-08-02,Shopping
4.6,5916606,14000000.0,100000000,0.0,44,0,2,15.593273700659697,18.420680753952364,4.253917935577128,0.059166059408339404,4.253917935577128,Shopping,SHOPPING,Free,Teen,2018-08-06,Shopping
4.4,441473,14000000.0,10000000,0.0,7,0,9,12.997874407144833,16.118095750958314,4.253917935577128,0.04414729558527044,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-30,Shopping
4.4,2788923,14000000.0,100000000,0.0,50,0,9,14.841166416327978,18.420680753952364,4.253917935577128,0.027889229721107703,4.253917935577128,Shopping,SHOPPING,Free,Teen,2018-07-30,Shopping
4.5,973270,20000000.0,50000000,0.0,48,0,2,13.788417842429746,17.72753358339242,4.253917935577128,0.01946539961069201,4.253917935577128,Shopping,SHOPPING,Free,Teen,2018-08-06,Shopping
4.3,909226,42000000.0,100000000,0.0,15,0,8,13.720350066956023,18.420680753952364,4.253917935577128,0.0090922599090774,4.253917935577128,Shopping,SHOPPING,Free,Teen,2018-07-31,Shopping
4.2,1573054,14000000.0,50000000,0.0,32,0,6,14.268530146464117,17.72753358339242,4.253917935577128,0.03146107937077841,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-08-02,Shopping
4.2,857923,18000000.0,50000000,0.0,18,0,8,13.66227079645825,17.72753358339242,4.253917935577128,0.017158459656830806,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-31,Shopping
4.4,35563,4200000.0,1000000,0.0,8,0,16,10.47908916924103,13.815511557963774,4.253917935577128,0.03556296443703556,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-23,Shopping
4.6,85858,14000000.0,10000000,0.0,23,0,9,11.360461694843734,16.118095750958314,4.253917935577128,0.008585799141420086,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-30,Shopping
4.2,106798,30000000.0,5000000,0.0,44,0,16,11.578703842168515,15.424948670398354,4.253917935577128,0.021359595728080855,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-23,Shopping
3.6,8820,33000000.0,5000000,0.0,38,0,14,9.084890521258767,15.424948670398354,4.253917935577128,0.0017639996472000705,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-25,Shopping
4.5,37186,7900000.0,1000000,0.0,31,0,39,10.523714516819444,13.815511557963774,4.253917935577128,0.03718596281403719,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-06-30,Shopping
4.4,25714,12000000.0,1000000,0.0,7,0,15,10.154829758209017,13.815511557963774,4.253917935577128,0.025713974286025714,4.253917935577128,Shopping,SHOPPING,Free,Everyone,2018-07-24,Shopping
